logFC	AveExpr	t	P.Value	adj.P.Val	B
654502	1.18896429555923	5.79710670704918	3.21065041450502	0.00325280508590832	0.0105827651684043	-2.39589864044459
7466	1.06319697880915	9.62969296985249	3.21061554877223	0.00325309437331013	0.0105827651684043	-2.39598273273512
928	-1.35603540173665	6.38390261813917	-3.21035306369702	0.00325527305208774	0.0105878390484808	-2.39661580407879
284573	1.36313074312331	6.95597780207425	3.20954086390235	0.00326202333576877	0.0106077774065256	-2.39857454562299
51422	-0.776912636481564	9.064465248055	-3.2089969537545	0.00326655133251132	0.0106204829010846	-2.39988613766631
57669	-0.803535676675842	6.47191154628451	-3.20879795615642	0.00326820947200095	0.0106238546215462	-2.40036597725125
120863	1.12929597026879	6.29949988174201	3.2082264374834	0.00327297611495606	0.0106358165056556	-2.40174399373289
1745	0.934705190524283	6.78864307174977	3.20820765375226	0.0032731328901357	0.0106358165056556	-2.40178928216312
152100	-1.69423462934735	7.07186658831433	-3.2080105153734	0.00327477870589706	0.0106391433550559	-2.40226458432128
729440	-0.81903810709627	6.00969220320072	-3.20767306240694	0.0032775977832358	0.010646279924468	-2.40307815449784
2840	1.32106810759563	6.0147798213782	3.20711750141872	0.00328224399907111	0.0106593475610616	-2.40441747766076
90121	0.911247576579438	11.9092699776665	3.20697782055669	0.00328341315766273	0.0106611203610139	-2.40475419744667
119687	1.03857080202384	5.61375101858754	3.20678173433916	0.00328505511454325	0.0106625358376664	-2.40522687852334
643752	-0.76236819180786	6.05964662036436	-3.2067768753478	0.00328509581201414	0.0106625358376664	-2.40523859132905
55017	1.59582316769961	7.74454974731434	3.20602808021874	0.0032913732759841	0.0106798946580165	-2.40704349513392
90871	2.10866737861004	9.61257956686273	3.2059900079549	0.00329169275867074	0.0106798946580165	-2.40713525968307
127294	1.96213484150947	7.53805536047633	3.20542823386203	0.003296410331268	0.0106931725234855	-2.4084892296033
2752	-0.803288067402384	7.59510083209368	-3.20520667348207	0.00329827269500881	0.0106963745734495	-2.40902319693893
84254	1.06920120331652	6.29796964779887	3.20516202621877	0.00329864810727542	0.0106963745734495	-2.40913079613596
59342	-1.1061331963179	8.38941952334737	-3.20432352425683	0.00330570618165256	0.0107172297644365	-2.4111514428356
87178	0.554947242162951	10.8466021030597	3.20411087856145	0.00330749842183876	0.0107210082443722	-2.41166384351768
118424	-0.962660166326301	6.63020930281694	-3.20369710492904	0.00331098849616336	0.0107302876519277	-2.41266084573195
7827	1.23497383241228	6.0071310688308	3.20347092085491	0.00331289779221492	0.0107338970640557	-2.41320581888488
3827	0.578745736706953	14.8370201199944	3.20341650489682	0.00331335729308471	0.0107338970640557	-2.41333692727838
7187	-0.804212856566356	5.68991106755187	-3.20220662791956	0.00332358956028145	0.0107650065193361	-2.41625170504179
29899	1.39634732580785	6.09403939881137	3.20133445240557	0.00333098456496539	0.010786916127174	-2.41835258986419
1133	0.720130008651355	5.20377823642573	3.20120359428396	0.00333209544446445	0.0107884710538642	-2.41866777612453
26147	-0.866814367036391	6.63902573521313	-3.20094808490076	0.00333426553553439	0.0107921533677236	-2.41928318139526
1580	1.49910191803317	6.25513946124562	3.20092112098769	0.00333449462428643	0.0107921533677236	-2.41934812379437
5862	-1.22001251927268	7.91495396490527	-3.20047096518992	0.00333832143205082	0.0108015235603387	-2.42043228319875
3745	1.51728290796363	7.80288088218939	3.20043201633885	0.00333865273683195	0.0108015235603387	-2.42052608462586
5739	-1.5425362100779	7.04482703317433	-3.20011994721379	0.0033413083813093	0.0108080710783464	-2.42127762873058
791120	0.782275141958772	12.2636889516345	3.19990294721893	0.00334315619972102	0.010812003553834	-2.42180020131431
1212	0.828920013060545	10.5096017304374	3.19809270996894	0.00335860909485808	0.0108599260052075	-2.42615891247425
4850	-0.679299542892705	8.42444056237407	-3.19780732121376	0.00336105152098925	0.0108643716481346	-2.42684596973088
5361	1.25647745313569	6.53221356016453	3.19778363641502	0.00336125429768655	0.0108643716481346	-2.42690298825297
26532	1.01377394024074	5.47082993931624	3.19648353622794	0.00337240306245089	0.0108983477013456	-2.43003253192419
80209	-1.0887373482017	6.6554797190126	-3.19633021292265	0.00337372019038264	0.0109005447405544	-2.43040156574264
81565	-0.762690164287969	9.85998233382733	-3.19566211171467	0.00337946528572628	0.0109170450825964	-2.43200952160852
54858	-1.09373792662641	7.50211548168495	-3.19518228211761	0.00338359718829735	0.0109283289097104	-2.43316425672964
7581	-0.906713196541818	6.63266432005172	-3.19466995837096	0.00338801424574259	0.0109405292945869	-2.43439710106875
388931	1.46083631118077	6.07213411272323	3.19379655209295	0.00339555715428356	0.0109628171242016	-2.43649863271199
5143	1.83925204164047	7.30445056401994	3.19338554106707	0.00339911228963805	0.0109699412446545	-2.43748748669676
10077	0.832153994446397	6.66121857401848	3.19334770767114	0.00339943971751919	0.0109699412446545	-2.43757850730071
80739	1.58845277952642	6.69054590594669	3.1932857140305	0.00339997630475225	0.0109699412446545	-2.43772765217973
3354	-0.74535573317139	6.01585542040519	-3.19324496481496	0.00340032905461317	0.0109699412446545	-2.43782568628319
91137	-0.952805079799365	6.31141202311741	-3.19304898219404	0.00340202608851255	0.0109722473920543	-2.43829717134981
399512	1.69454791485902	7.03506903377821	3.19301426246666	0.00340232681481767	0.0109722473920543	-2.43838069689717
23594	0.561322000367261	14.8858946896712	3.19197917992124	0.00341130392692334	0.0109991241602307	-2.44087060823746
4117	1.01990746459138	5.71356475076533	3.1911816942466	0.00341823586574549	0.0110169608460634	-2.44278871731089
4097	0.834830880485533	6.06030757146038	3.19117481307242	0.00341829573724408	0.0110169608460634	-2.44280526690223
107	-0.90038956901985	6.80542350251451	-3.19112052854802	0.00341876808950042	0.0110169608460634	-2.44293582349486
6503	1.15544077962249	8.02918100188525	3.19024672780471	0.00342638000072626	0.0110394104186142	-2.44503720801552
6591	0.771664383640358	9.58427204317733	3.18969487618031	0.0034311956868179	0.0110489525536706	-2.4463642048215
2913	1.07422943846526	7.30731648685021	3.18969138393691	0.00343122618221099	0.0110489525536706	-2.44637260201769
63951	-0.748173518883023	5.48335203020491	-3.18968527742347	0.00343127950687508	0.0110489525536706	-2.44638728528839
864	1.5671943660065	8.81961157742479	3.18937911988565	0.00343395402187688	0.011055483445173	-2.44712343213809
129684	1.34054053395924	7.67200441859092	3.18889188407254	0.00343821450817593	0.0110671168916728	-2.44829490794375
6651	-0.737935136241267	8.97338511488194	-3.18837954454101	0.00344269996615907	0.0110794699757574	-2.44952665065241
5207	0.919850476474439	11.9474103486909	3.18768977004863	0.00344874769286544	0.0110968452382362	-2.45118482722997
4054	-1.1220718915006	7.20634446777035	-3.18733747188522	0.00345184045643295	0.0111047077312931	-2.45203166583301
55144	-1.28509853353486	9.28678618430201	-3.18686712797958	0.00345597366283718	0.0111159137839094	-2.45316218890109
84519	1.59427194628028	7.00865008131621	3.18673358183053	0.00345714808001215	0.0111176006596367	-2.45348316738417
388182	1.15279029911884	6.79046449563887	3.18638311313264	0.00346023195181163	0.0111236737053334	-2.45432548962526
3104	-0.81188189128248	13.5714058703664	-3.18637115754196	0.00346033719883537	0.0111236737053334	-2.45435422311993
100128675	1.06582413808291	6.52444910885139	3.18617151180181	0.00346209516604228	0.0111272337119792	-2.45483403464304
199746	0.871047587825451	6.12404625207989	3.18591378304672	0.00346436584394507	0.0111319385026916	-2.45545341700168
9415	-2.35318213230622	10.6469817596261	-3.18582442026798	0.00346515349327703	0.0111319385026916	-2.45566817111242
64081	-1.11143781645135	9.48779178103461	-3.18578382017886	0.00346551140174409	0.0111319385026916	-2.45576573916536
9002	0.897943330935289	5.85369743269323	3.18494979750178	0.00347287153228396	0.0111534862109871	-2.45776989017951
8402	0.985815794017658	10.4291520091904	3.18460089401822	0.00347595499375555	0.0111608779257977	-2.45860822964978
80316	1.09574934860771	5.90929913571683	3.18454173434621	0.00347647808176851	0.0111608779257977	-2.4587503732337
79172	1.33197326443629	7.85524479269574	3.18419166093066	0.00347957496312805	0.0111687239152384	-2.45959147295849
56969	1.02168186693171	7.04205852828416	3.18375597972921	0.00348343285254393	0.011178482542352	-2.46063819636499
23492	-0.935618486770506	6.7730307800883	-3.18370074157107	0.00348392227028813	0.011178482542352	-2.46077090113301
4666	-1.19970188125292	7.72012002654819	-3.18353500462066	0.00348539111779896	0.0111810981001409	-2.46116906292202
23035	1.48717228851802	7.03702406703091	3.18324080360785	0.00348799994149302	0.0111873690229211	-2.4618758191006
6392	-0.960580062330003	5.66277473483172	-3.1830933087081	0.0034893085541077	0.011189059285671	-2.462230133051
55779	-0.813976681515819	5.90137947043816	-3.18303396365123	0.00348983521128645	0.011189059285671	-2.46237269024822
63941	-1.14793120645455	6.94747108116184	-3.18259639328453	0.00349372077560271	0.0111994178910578	-2.46342377205538
56477	-0.846025277306451	6.12456567047864	-3.18231252244696	0.00349624372407151	0.011205405452547	-2.46410561788306
409	-0.629953245711674	5.94403853163302	-3.18214010470549	0.00349777696628775	0.0112082193721154	-2.46451974405512
340527	1.06479111611443	6.30637760851455	3.18198823069984	0.00349912805447899	0.0112099205960462	-2.46488451793893
595101	-2.94998427880901	8.20688974918784	-3.18193310414727	0.00349961859005476	0.0112099205960462	-2.46501691991323
148641	2.23079001912745	6.89020999116332	3.18183285742706	0.00350051078957099	0.0112106790967257	-2.46525768793173
6926	-0.794422478239432	7.0302226291399	-3.18153183575007	0.00350319120251126	0.011215344288972	-2.465980646616
4544	-0.795590482784696	5.84200052270067	-3.1815219975593	0.0035032788387008	0.011215344288972	-2.46600427428831
124975	1.19943983074117	6.36838603571345	3.18125036693421	0.0035056992867633	0.0112209929453754	-2.46665661633032
84826	-1.68953801001645	8.70859711496532	-3.18047670790165	0.00351260198977638	0.0112409835425865	-2.46851447454166
53336	0.890113094984311	5.52267304365304	3.17973954528722	0.00351919116975327	0.0112589799591978	-2.47028449211459
23210	1.18423919543533	7.16054342187784	3.17970033375667	0.00351954199601465	0.0112589799591978	-2.47037863836753
26184	1.27443789640883	6.08335851112418	3.17942096395045	0.00352204249180304	0.011264872255477	-2.47104938490164
126147	2.18512216604753	8.61843610236426	3.17925265886674	0.00352354972501127	0.0112675860995173	-2.47145345970024
8882	-0.969031586379099	6.62910847994396	-3.17813998260878	0.00353352969018367	0.0112972759976879	-2.47412457119777
1956	-1.54243640581288	9.60622884299446	-3.17807034953058	0.00353415515133752	0.0112972759976879	-2.47429171898156
9033	0.69406686812274	5.51791949078884	3.17758436434197	0.00353852333955632	0.0113091258824946	-2.47545823341795
607	1.12512982260028	6.86380279810035	3.17692788025326	0.003544432231845	0.0113258945125553	-2.47703386391835
641638	-1.3284696724808	6.91440667043159	-3.17621810943577	0.00355083137325387	0.0113442231302778	-2.4787372149242
79852	1.81018457862598	8.41312271618969	3.17604077991046	0.00355243186383329	0.011346088822295	-2.47916275295219
7434	1.57762181958037	6.83177183774265	3.17599381378683	0.00355285587300275	0.011346088822295	-2.47927545577326
79917	0.801851495176818	6.25201071932222	3.17593296245007	0.00355340530961906	0.011346088822295	-2.47942147723963
6007	1.33236893530738	5.5649927396515	3.17561110726068	0.00355631274536327	0.0113532529879505	-2.48019379267846
2220	-0.670735254041684	9.43480570972713	-3.17484291198146	0.00356326133977448	0.0113733131585823	-2.48203698459759
10505	2.22682908412648	7.83688985546609	3.17453189550457	0.00356607828612757	0.0113801807992933	-2.48278317108631
55633	1.47060710255841	6.97436506757578	3.17438284193434	0.00356742905327466	0.0113823678336622	-2.48314076610982
503538	2.77464407076612	7.95661850874425	3.17373766542306	0.00357328148099268	0.0113989145341999	-2.4846885199879
401052	1.07893870552481	7.37747000276482	3.17348618571221	0.00357556515361114	0.0114040727116387	-2.48529176987338
84962	-0.813598601955788	6.53787810066992	-3.17331181913114	0.00357714938629364	0.0114069985556586	-2.48571002737967
353514	1.09106105036125	7.32137294465571	3.17273692064055	0.00358237746930665	0.0114215408410979	-2.48708897371639
283234	-1.6915573862938	6.30925070880991	-3.17259192001011	0.00358369724826956	0.0114236193499163	-2.4874367522236
337979	0.852009360911737	5.79902036630613	3.17246733993601	0.00358483153330363	0.0114251059022095	-2.48773554678485
119548	1.0603548640261	5.40740350963352	3.17238121598409	0.00358561588129884	0.0114254768348764	-2.48794210440298
22841	-1.12597863527184	7.26263187663437	-3.17217801239929	0.00358746714776595	0.0114292467056317	-2.48842945246623
85012	0.842365118284643	8.16377374660644	3.17164177255887	0.00359235690142029	0.0114426936310603	-2.48971545835687
55578	-1.53289577521669	7.36029165885172	-3.17144672244447	0.00359413706565187	0.0114462324535422	-2.49018320033707
63901	-0.825550087577447	7.47561927536509	-3.1712033292768	0.00359635962645823	0.0114511785946702	-2.49076685275123
79831	-1.01050695366115	6.51928605716625	-3.17068143631361	0.00360112976092725	0.0114642331212843	-2.49201827101067
64170	1.61144153006491	8.42260199782595	3.17031398601155	0.00360449191111689	0.0114728012913387	-2.49289930113717
56913	-1.02199347232918	6.33045022468929	-3.17011732046058	0.00360629262399134	0.011476397271325	-2.49337082329861
23090	1.78786793985941	7.88196001545376	3.1698768973177	0.00360849516038034	0.011481270408911	-2.49394723909943
1636	1.32503996756057	6.8542565149123	3.1693439679112	0.0036133819607171	0.0114946807584277	-2.49522486628731
3925	1.27423345159359	6.20218653673314	3.16923172605671	0.00361441199131977	0.0114958194703467	-2.49549393816503
7022	1.81566181702486	6.69174887159099	3.16860707641428	0.00362014946376759	0.0115119272314082	-2.49699129736694
283899	-1.07739792346293	7.29165341379307	-3.16795872151063	0.00362611388775343	0.0115271806724879	-2.49854533261445
50604	0.902524620515427	5.5307670153509	3.16793915643361	0.00362629401921411	0.0115271806724879	-2.49859222559944
1630	0.713844328019658	5.58460311978375	3.16743780255201	0.00363091279839551	0.0115397182119203	-2.49979380847874
8715	1.13446710978359	5.86925469502545	3.16718217726872	0.00363326994118582	0.0115450645260976	-2.50040642470455
140679	1.27159173378403	6.24811968932846	3.16694997645826	0.00363541235380697	0.0115497266552504	-2.50096288287433
92370	-1.15746859032349	7.41545840141379	-3.16659580627589	0.00363868245096805	0.011557969048061	-2.50181159747614
8887	-0.576142370437077	11.5012787301633	-3.16616992063326	0.00364261843263688	0.0115683231136751	-2.50283210743081
60592	-1.5224874309983	7.31332389617293	-3.16510333708176	0.003652493546309	0.0115965620045668	-2.50538757540404
7337	0.873495772312504	10.1848464465721	3.16506314353865	0.00365286618419209	0.0115965620045668	-2.50548386862903
100158262	-0.971244507269227	6.08950812559359	-3.16478519621171	0.00365544405393278	0.0116013326732006	-2.50614974185988
10092	0.853241506108745	11.7328472897136	3.16475487178326	0.00365572540827543	0.0116013326732006	-2.50622238784427
7905	0.566870423361616	13.7837626145086	3.16446320564232	0.00365843258614501	0.0116077702441125	-2.50692109387134
728113	2.1096355152943	7.90347369633287	3.16412213655984	0.00366160074337909	0.0116156677884828	-2.50773810911676
7879	0.998163412167095	11.4523886816006	3.16370390388455	0.00366548924821981	0.0116258471334693	-2.50873990896136
835	-0.772837495909702	10.1950858774308	-3.16271226444819	0.00367472477724106	0.0116522599061038	-2.51111494773988
1310	1.2313318499208	6.11801735594562	3.16258329699178	0.00367592753648418	0.0116522599061038	-2.51142380684134
151651	0.758185106981322	5.43045942168054	3.16252955979236	0.00367642880438609	0.0116522599061038	-2.51155249818088
51280	1.40195027707381	5.90846612808146	3.16251745220343	0.0036765417546473	0.0116522599061038	-2.51158149362774
54842	0.962856033569355	7.76018926945498	3.16190883557208	0.00368222374620083	0.011668106183543	-2.51303895027203
2244	1.23460117305759	12.6570272763941	3.16159040674006	0.00368519991599549	0.0116746084891661	-2.51380143977875
58484	1.63443845642795	7.84218446216927	3.16154325649842	0.00368564079751517	0.0116746084891661	-2.51391433964883
50836	0.810247155831881	5.64894531127786	3.16130093279579	0.00368790745774061	0.011679625451704	-2.51449456398099
84823	1.59448396236373	7.32662022985618	3.16075484012257	0.00369302041746182	0.0116936531360023	-2.51580206058583
153222	-0.771732942006702	7.72270017040012	-3.16002346045776	0.00369987880561045	0.0117113802269052	-2.51755301663734
148066	1.19197444761933	5.36094517354902	3.15994274781874	0.00370063642058917	0.0117113802269052	-2.51774623450897
3858	-1.41937236284272	8.81982467484988	-3.15993886080674	0.00370067291005101	0.0117113802269052	-2.51775553956204
55847	0.877653024304603	10.7270457388021	3.1598215133707	0.00370177467526748	0.011712699929791	-2.51803645305705
3311	-0.995549531893491	6.01678714700048	-3.15956441512351	0.00370418964588256	0.0117181734590015	-2.51865189322223
54477	1.51774372884095	7.07529426118227	3.15940267216446	0.00370570969903961	0.0117208144234602	-2.51903906025377
157695	-1.01972972182829	6.79342547609976	-3.15931593120727	0.00370652513245992	0.0117212261768769	-2.51924668974741
7693	-1.07076898844758	9.21625461356451	-3.15872074464621	0.00371212498627332	0.0117367648595573	-2.52067129840531
119692	2.38160955600179	7.04632256838179	3.15855248153768	0.00371370956789427	0.0117396049083037	-2.52107402129866
51077	-0.850849493319918	9.53640913207653	-3.1579200095153	0.0037196715249609	0.0117551653886173	-2.5225876956216
8824	-0.617246878203215	12.5719855653922	-3.15788450837216	0.00372000644540108	0.0117551653886173	-2.52267265503974
11142	-0.767639716363366	7.87170511529249	-3.15708166837441	0.00372758820344719	0.0117769479534474	-2.52459384653355
80122	0.811034519589965	5.67006497559834	3.15690764473999	0.00372923357337134	0.0117799705027732	-2.52501025331249
79723	-1.0659129385987	6.02570211469533	-3.15661413282159	0.00373201026262045	0.0117856789054991	-2.52571254888434
203430	1.35453019627428	6.07021878784583	3.15657097153592	0.0037324187448751	0.0117856789054991	-2.52581581967313
1573	-0.874818644254642	12.8240229632011	-3.15614786218086	0.00373642535420574	0.0117961527655388	-2.52682814573558
5055	1.49825155647232	6.56798663742383	3.15606505532993	0.00373720996995247	0.0117964525809258	-2.52702626076432
6349	1.10345951370779	5.65076557634557	3.15534828236556	0.00374400816196363	0.0118157305554221	-2.52874103308737
7471	1.63906535055793	6.23529426546364	3.15518686086836	0.00374554078555642	0.0118171712051051	-2.52912718422856
56947	-0.872974631392648	7.65379016458461	-3.15515468244541	0.00374584637673661	0.0118171712051051	-2.52920416005051
4901	1.50780163709884	6.51212312212314	3.15467445246858	0.00375040984585414	0.0118293860249558	-2.53035290066722
283461	0.921973156249306	5.22777978619138	3.15340260936962	0.00376252145526587	0.011865399980148	-2.53339482594905
56978	-0.75389947828511	5.84884705235148	-3.15308386643905	0.00376556266199054	0.0118728017204328	-2.53415708597774
8379	-1.57664890468848	7.14673331624442	-3.15273745259948	0.00376887054921701	0.0118810414198962	-2.53498547796133
9493	1.57351478746126	7.02020093198164	3.15239636667301	0.00377213027508959	0.0118891262862369	-2.53580108652751
594857	0.871505710347978	5.48817765164768	3.15187107576926	0.00377715570368344	0.0119027723492088	-2.53705708547023
57119	1.39163697500753	5.88830120759669	3.15171718018067	0.00377862922618727	0.0119052224928962	-2.53742503914902
5137	0.91794085232462	5.77530680820756	3.15157871193825	0.00377995550436157	0.0119071608323656	-2.53775609975609
2784	1.64120999440225	6.31208271447216	3.15150761236861	0.00378063668404428	0.0119071608323656	-2.53792608741031
375061	1.16364263459991	7.66733402018713	3.15069598858258	0.00378842088439159	0.0119294807119879	-2.53986641931729
221424	1.28592822953747	6.35312409716522	3.15053821001665	0.00378993590036311	0.011932054771896	-2.54024358940388
338324	1.22914964154061	5.86276685714	3.14979194920146	0.00379710947308393	0.0119524397381488	-2.54202740517251
122786	-0.803956629463572	7.26937031617294	-3.14904024953822	0.00380434845037968	0.0119730230439272	-2.54382401672808
54935	0.605499852534864	13.0422270241181	3.14849118778308	0.00380964433126683	0.0119874846001323	-2.54513618035515
1361	-1.09815953277889	9.85444066056833	-3.14825016591277	0.00381197129160864	0.0119926005044999	-2.54571214669616
253970	1.49187549718582	6.52370621154352	3.14807718070677	0.00381364222533078	0.0119956510232223	-2.54612551379754
8339	-1.31197881040404	7.30174873211111	-3.14779845925576	0.00381633598107009	0.0120019170722934	-2.5467915263033
9751	1.95275170330446	6.88154676109374	3.14724653962516	0.00382167547990167	0.0120164998315658	-2.54811026976615
389118	0.789412426629641	6.13255902556027	3.14631080890481	0.00383074444743349	0.0120428016492097	-2.55034582842854
8808	1.62319948028188	7.77532803633967	3.1458615193495	0.00383510620392777	0.0120541671309683	-2.55141911472712
406983	1.50360583005942	6.46825065271578	3.1457932720117	0.00383576917239759	0.0120541671309683	-2.55158214107963
85315	1.19603751420728	6.86687003431277	3.14554531691445	0.00383817878062512	0.0120595238873242	-2.55217443141684
677807	-1.28395453420454	9.88013553794661	-3.14528518469044	0.00384070828043656	0.0120652553052098	-2.5527957851363
3425	-1.92601718216713	7.46737450827695	-3.14471567030349	0.00384625174585417	0.0120804509939103	-2.55415604508826
55624	0.667383946714159	12.3361243144958	3.14457717448214	0.00384760097414893	0.012082470105162	-2.55448681833577
404203	0.967776326133723	5.57556391802706	3.14416777514624	0.00385159199410416	0.0120927828669515	-2.55546455667594
341567	1.10632506612019	6.29985090720107	3.14407647535242	0.00385248256748419	0.0120929565415339	-2.55568259291267
113746	2.43922642632967	7.57502480591444	3.14401715797885	0.00385306127748377	0.0120929565415339	-2.55582424917889
90060	-1.04649959526578	5.68901295517748	-3.14322202140734	0.00386082678652052	0.0121151058857886	-2.55772299667245
24142	1.06125252325057	6.39239053500142	3.14252513820346	0.00386764502605251	0.0121342751596897	-2.55938692985338
219954	1.05421989717966	6.09557364058205	3.14220093968182	0.00387082087461615	0.0121420119311038	-2.5601609512272
23536	-1.34241581621528	7.72902911351535	-3.14195682739053	0.00387321384323448	0.0121472905736204	-2.56074374199282
751071	1.16997349501305	5.74017421083794	3.14181623137859	0.00387459271056644	0.0121493874086598	-2.56107938933617
389090	0.995635005151705	5.37358929223649	3.14170321281052	0.00387570145774537	0.0121506366266009	-2.56134919531647
26869	-0.570607527887926	15.2804523181414	-3.14126838891313	0.00387997004313019	0.0121604887160126	-2.56238719432402
169792	0.85687403424707	7.45937481502419	3.14116920199004	0.00388094437187273	0.0121604887160126	-2.56262396077914
10103	-1.05750985973888	6.22927033237516	-3.1411659027741	0.0038809767846076	0.0121604887160126	-2.5626318361875
284186	-1.01896753836699	6.19249872008917	-3.14066551911031	0.0038858957377177	0.0121736715373006	-2.56382623314458
7844	-0.869992435302518	6.52738769347836	-3.14039452315326	0.00388856221300337	0.0121797942965432	-2.56447305201319
57609	-0.675319641402004	8.26825888829861	-3.14006233888617	0.00389183313848479	0.0121878077322926	-2.56526587973729
80774	-1.16192082551801	6.98726524478927	-3.13989107617607	0.00389352054154215	0.0121908601250372	-2.56567461847649
25920	-0.921973867947126	7.23248350122635	-3.13952672082995	0.00389711275801121	0.0121998744007653	-2.56654415990537
388960	1.23021640448176	6.58399191918192	3.13920857642743	0.00390025196599642	0.0122050046997506	-2.56730337819242
201780	1.46150463607706	6.18778767356328	3.13916011905624	0.00390073031863944	0.0122050046997506	-2.56741901337658
54510	1.43517047974623	8.08793402576779	3.13914372397081	0.00390089217734794	0.0122050046997506	-2.56745813723397
3029	-0.709712697482038	9.24125575490242	-3.13888309483153	0.00390346607247622	0.0122079701702484	-2.56808006752792
142940	-1.30753002869475	7.24331578832809	-3.13884345161972	0.00390385771910692	0.0122079701702484	-2.56817466457001
80028	0.850255433958219	8.35851080625885	3.13883096287492	0.00390398110676754	0.0122079701702484	-2.5682044652227
387775	-1.10281397139816	6.93634056643902	-3.13842396650495	0.00390800423411412	0.0122183170214809	-2.56917560897934
79977	2.14338671858952	7.47617434424179	3.13789866346136	0.00391320267051235	0.012232334005686	-2.57042895730584
5962	-1.06212526956697	6.53341411617137	-3.13729906439452	0.0039191444212385	0.0122486689795879	-2.57185944871388
2890	0.985865033845333	5.60253084227052	3.13611523714871	0.00393090092624831	0.0122826512294686	-2.57468337298519
55122	0.863050095308679	10.3411195773411	3.13605965895889	0.00393145369665832	0.0122826512294686	-2.57481593761949
84528	1.08086337618802	5.7180624774193	3.13581606664443	0.0039338772970654	0.012287978664409	-2.57539693858848
5010	1.44177107072068	6.84198970674049	3.13459980921828	0.00394599971713649	0.0123235941503779	-2.57829755257176
64591	2.04885150385905	7.10477271642812	3.13411642057362	0.00395082754913549	0.0123364193552323	-2.57945021988276
23254	-0.755534741798707	8.35973730214121	-3.13400402615667	0.00395195089391378	0.0123367581648705	-2.57971821835415
83741	1.768785292752	6.4460512103012	3.13396124782282	0.00395237852928912	0.0123367581648705	-2.57982021978065
10112	1.12793181697915	6.32878578409936	3.13347457205282	0.00395724671719122	0.012349699890085	-2.58098061081722
404672	-1.02741575463374	8.16576115881005	-3.13220544482633	0.00396996868123791	0.012387142337208	-2.58400620687111
79136	1.30459941133672	6.48848300113187	3.13194465837526	0.00397258768732421	0.0123930535093344	-2.58462784764696
439	-1.04430308824077	6.39583524039642	-3.13130313658764	0.00397903733895687	0.0124109105913307	-2.58615694662643
58496	-2.08567468208655	8.72400377884778	-3.13109354289066	0.0039811466929682	0.0124135667069001	-2.58665649072555
1499	-1.17402796467324	8.45392471515312	-3.13101417798746	0.00398194570129594	0.0124135667069001	-2.58684564423477
161742	1.27543364478949	10.1935382402041	3.1309774928674	0.00398231508150991	0.0124135667069001	-2.58693307654613
64216	-1.0046703370446	6.61843966362871	-3.13093015019176	0.00398279182037227	0.0124135667069001	-2.58704590846963
23545	1.83783298895507	8.87304966924387	3.13066414692948	0.00398547147655721	0.0124196556032995	-2.58767985938207
170506	-0.859130871488744	6.62161331668207	-3.13003057282348	0.00399186089552852	0.0124356026300639	-2.58918971655248
440	1.30702798235686	8.06570884589251	3.13001253809923	0.00399204291386617	0.0124356026300639	-2.58923269255888
26059	0.690760397913249	5.18808482429248	3.12979298040152	0.00399425947088994	0.0124402418517065	-2.58975587990466
205327	0.638932217972409	9.07428723966809	3.12955177721296	0.00399669590635303	0.012445564077584	-2.59033062611762
1944	-1.71847814728518	6.20675183411144	-3.12946137957234	0.00399760939435263	0.0124461428267932	-2.59054602280509
29934	-1.09217206106811	6.17456537977536	-3.1293558515399	0.00399867603058352	0.0124471980897418	-2.59079746790531
10180	1.31830460433207	9.61141029999007	3.12913711385503	0.00400088781167185	0.0124518169611803	-2.5913186482665
55228	0.932755876264479	6.17971936927387	3.12883618851137	0.00400393254866997	0.0124590260587593	-2.59203562608052
1850	1.61578984922902	8.6386518143207	3.12861368698542	0.00400618522324607	0.0124637683236857	-2.59256573161236
10225	1.22476426665967	10.5765688982878	3.12851456073445	0.00400718919795936	0.0124646247010538	-2.59280189208064
10309	1.69537311077965	7.02719923500931	3.12775356888293	0.0040149047162629	0.0124858694272969	-2.59461477424609
64853	1.06055812417878	8.34445436722188	3.12769698569441	0.00401547896635838	0.0124858694272969	-2.59474956169733
728276	1.77680417620976	6.369805380572	3.12730430973512	0.00401946630849006	0.0124959962207784	-2.59568492693923
51013	2.01306739770679	9.26689133155175	3.12718462744272	0.00402068234791634	0.0124975052809575	-2.59597000221631
158234	0.968889894199807	7.85406950378702	3.12679084373453	0.00402468589247893	0.0125076766335124	-2.59690793151118
221443	1.48465342535325	7.80273992703031	3.12671457742307	0.00402546172152507	0.0125078152128404	-2.59708957894191
55203	0.944866679035924	6.4280331020804	3.12633794423508	0.00402929516689096	0.0125174525662314	-2.59798659421552
100101467	-0.843803562033531	6.1637214455927	-3.126068127631	0.00403204355573601	0.0125237161831967	-2.59862917558571
664	1.54365701286822	9.65993371166312	3.12489550719589	0.00404400884070931	0.0125586004394213	-2.6014215153767
1104	-1.67838568673827	5.8533646682212	-3.12444328111347	0.00404863235845771	0.0125703980980812	-2.60249825719374
152940	0.823841592025214	5.29046834142501	3.12437719680404	0.00404930842094625	0.0125703980980812	-2.60265559635456
341019	1.68407846564533	6.60324020091603	3.12427899132218	0.00405031329190797	0.0125703980980812	-2.60288940935582
