logFC	AveExpr	t	P.Value	adj.P.Val	B
26789	-3.66486794992219	8.04536443736947	-9.82988390630811	1.07827640780296e-10	1.53699316295581e-08	14.5051672565956
10636	-3.0138417114305	6.85415010976991	-9.82413824099179	1.09245609073598e-10	1.54433565554041e-08	14.4923375717323
26815	-4.41387054533312	8.38621886452494	-9.80720698720798	1.13536247865609e-10	1.59183403257478e-08	14.4545047656757
6835	-3.31982717128371	7.4568129198345	-9.7965785071938	1.16317557658041e-10	1.61757058840714e-08	14.4307352909986
677819	-3.06771554548828	10.2193297326725	-9.74148749506683	1.31894913608897e-10	1.81940523974209e-08	14.3072803840328
2644	-2.30577700017493	12.4306092783657	-9.7314527189535	1.34954909274996e-10	1.84672297851904e-08	14.2847480978917
368	-2.0636919739085	7.40845681346858	-9.71663531152251	1.39606945250468e-10	1.89521968135655e-08	14.25145137432
677830	-3.6441751558225	10.2635940043414	-9.70383124880195	1.43759141242685e-10	1.93622055980798e-08	14.2226544877032
8613	-2.70924648553903	8.29779744873804	-9.69363922340745	1.47154629086052e-10	1.96646869571635e-08	14.1997159968296
26775	-4.05608303973463	7.55718739738322	-9.68955796517213	1.48537251465123e-10	1.96955789636506e-08	14.1905265652875
26830	-4.31699113323364	7.84235184561513	-9.68381542641736	1.50505251387592e-10	1.98030178844982e-08	14.1775926681977
26279	2.23258743549146	12.8117303053652	9.65459684401175	1.60940548529228e-10	2.10144128442171e-08	14.111713177975
6038	-2.05777275140886	11.7912024393583	-9.63811527507514	1.67151113582642e-10	2.16599984684173e-08	14.0744999175052
10066	-3.20122006950067	7.16801392336137	-9.58247687390097	1.89991365606064e-10	2.44346038247498e-08	13.9485980258868
4782	-4.68150575028344	9.73706009616256	-9.56827816543465	1.96316665752437e-10	2.50596758783241e-08	13.9163997239255
100033416	-2.46397251537095	6.51618494379816	-9.55735308856524	2.01330217158333e-10	2.54499333427766e-08	13.8916060097833
140771	2.65005258657221	11.7204878444505	9.55374170868605	2.03016185409391e-10	2.54499333427766e-08	13.8834065956717
26827	-2.48700337116929	14.1569435405744	-9.55033908136622	2.04617932942557e-10	2.54499333427766e-08	13.875679488773
2033	-2.36557380437294	9.76708188146326	-9.54884489317046	2.05325390312959e-10	2.54499333427766e-08	13.8722857947956
692057	-3.8091188229473	12.4302859959238	-9.51212258167085	2.23522994882047e-10	2.75061930032907e-08	13.7887825817634
100126299	-3.89163765043939	10.7271561669887	-9.47431081338648	2.43992227155485e-10	2.98106217535326e-08	13.7026067978722
677780	-4.45457771645361	9.95042885451601	-9.46707232599011	2.48124749006436e-10	2.98220611340392e-08	13.6860871576669
10458	-2.06105225663683	7.54807408786025	-9.4632990193689	2.50307325811438e-10	2.98220611340392e-08	13.6774728559764
290	-2.03707478150079	13.1824425590066	-9.46292441258659	2.5052507829585e-10	2.98220611340392e-08	13.6766175366089
79727	4.25318411580902	7.81215669892221	9.46200603437058	2.51059737112052e-10	2.98220611340392e-08	13.6745205710838
6023	-2.54824772834908	13.3853324680803	-9.42922696936786	2.70928527729871e-10	3.19602239090996e-08	13.5995983989596
2022	-2.44615480074594	10.0013706337454	-9.40072067964031	2.89514596923036e-10	3.3819430941463e-08	13.5343212582294
26777	-3.43835613156041	8.49329036226776	-9.39814055221706	2.91260027157146e-10	3.3819430941463e-08	13.5284074091796
9299	-3.75540072025186	9.90342865380324	-9.3961402518413	2.92620624340048e-10	3.3819430941463e-08	13.5238219325763
653399	2.22449877875074	9.21694337772101	9.37716987688976	3.05852373576553e-10	3.51114419464896e-08	13.4803067675884
9905	2.32590240063041	10.6153110416833	9.36160589497142	3.17164985606725e-10	3.61673805253536e-08	13.4445680712339
677829	-3.64623208371524	10.2658915356107	-9.33053817779027	3.41045457900726e-10	3.86329970688206e-08	13.3731285225
692209	-2.12085335681515	5.70109993658628	-9.31614853076397	3.52722632183122e-10	3.96928988387651e-08	13.3399944589663
26801	-3.58616540481899	12.246017115245	-9.29233979961975	3.72950255282679e-10	4.16948635072564e-08	13.2851086115871
23598	-4.08773120919952	8.35271824514641	-9.28738595852244	3.77306153302552e-10	4.19079334561049e-08	13.2736787231967
90379	-2.60023523819302	6.40586037996286	-9.25578413619331	4.06347271835949e-10	4.48423876435736e-08	13.2006843797386
7111	2.19802957521613	10.0907119226489	9.21415281123666	4.48134510526525e-10	4.91368000163859e-08	13.1043122047262
56975	-2.76801693827846	8.17273673351047	-9.20328731466514	4.59747944219315e-10	5.00890992730661e-08	13.0791201364971
2799	2.46899517178932	11.9103240618325	9.18380841571256	4.81344983564999e-10	5.1965579936078e-08	13.033916557116
2787	-3.44305592497086	7.5610862627981	-9.18231112644218	4.83047483767109e-10	5.1965579936078e-08	13.0304397035711
8416	-2.23696597594151	6.06661560794685	-9.17965185848132	4.86086429858328e-10	5.19656773920419e-08	13.0242638539132
646996	1.95532237201303	12.8327605415579	9.16549838937158	5.02593141002458e-10	5.33939689195499e-08	12.9913775112162
79979	-2.46305764011521	7.73764283298667	-9.16289632499054	5.05689737794042e-10	5.33939689195499e-08	12.9853284508227
2591	2.91034494507936	7.96310468411033	9.10788536740303	5.7593166116743e-10	6.02879341857068e-08	12.857223764198
56663	-4.40950015137007	9.13796661242082	-9.10634885853307	5.78031055624433e-10	6.02879341857068e-08	12.8536396512497
4144	2.72575791716033	11.6524706149708	9.1007287427708	5.85777000544968e-10	6.03665135401784e-08	12.840527188549
3108	2.94437208093805	10.5232606854874	9.10068132161023	5.85842808983901e-10	6.03665135401784e-08	12.8404165301625
58480	2.65506025414187	11.4879787584273	9.09323519057864	5.96270588016246e-10	6.1073104239628e-08	12.8230369402351
1432	-2.46615527377098	7.80878588318225	-9.06431243773093	6.38610212072311e-10	6.50204028422433e-08	12.7554570593385
677775	-4.25972744821614	9.26231729551788	-9.03316181033065	6.87664801320869e-10	6.96006297431566e-08	12.6825418859349
677768	-2.60032292811966	12.4686440543794	-9.02909227231478	6.94352196167189e-10	6.98640842084692e-08	12.6730062674155
6233	2.69120494656894	12.0074809686657	9.02165327781541	7.06749090800953e-10	7.06955742581889e-08	12.6555695080042
619498	-3.25274816096774	6.8022796132045	-9.01518146301109	7.17718367575322e-10	7.1375422542883e-08	12.6403935482946
9936	-2.81116531724242	7.74830083425345	-9.01054639868835	7.25681421403835e-10	7.17501775324428e-08	12.6295210751714
56165	2.65179572492221	8.43534772576548	9.00431693110719	7.36526293325247e-10	7.24039209616571e-08	12.614903920713
26784	-4.06719012904983	10.4689601102793	-8.98802863362003	7.65673169866267e-10	7.48390832603571e-08	12.5766587861679
51495	-2.0003835666793	8.74472093105784	-8.97407756042733	7.91575099696221e-10	7.69312050017265e-08	12.5438722673778
26818	-3.03799063478191	13.3092120238048	-8.9683540710146	8.02459257848804e-10	7.75483932514338e-08	12.5304136558064
619499	-3.52518442444184	6.90382464460139	-8.95840994690874	8.217351862767e-10	7.87322730776082e-08	12.5070195632599
7422	-2.02448572817601	8.52446874539906	-8.95730014878881	8.23915631738782e-10	7.87322730776082e-08	12.504407853595
440353	-3.02040521940978	11.5793203137711	-8.95492592254683	8.28600228225477e-10	7.87400383544265e-08	12.4988199678522
619571	-3.53928882156471	7.59004444983217	-8.93412785824034	8.70820200937527e-10	8.17094691724048e-08	12.4498371031256
55069	-2.14273919167306	6.40896690348955	-8.93379852998416	8.71506155460132e-10	8.17094691724048e-08	12.4490609993663
100124536	-2.66342703423791	12.3731262033074	-8.9325177867607	8.7417906217773e-10	8.17094691724048e-08	12.4460426230129
677681	-2.81151985570083	10.8541601493716	-8.89353719483855	9.59673172273010e-10	8.9213095715923e-08	12.3540670087064
6845	-3.37208512742129	7.43498800180681	-8.88853906035297	9.71237741583567e-10	8.9411031149427e-08	12.3422585923434
3902	3.07029782592946	8.01985067652301	8.88810157133836	9.72256754971846e-10	8.9411031149427e-08	12.3412248318074
26790	-1.95208294754696	5.75588847463341	-8.88577394214473	9.77696761764443e-10	8.94304979143358e-08	12.3357243374271
677811	-2.59193557228223	6.52474333488806	-8.87304724360568	1.00799634046927e-09	9.17115819347178e-08	12.3056362283797
26797	-3.37506852802269	7.38554335622337	-8.8589119397525	1.04277753589963e-09	9.43741256696464e-08	12.2721916915886
9406	-2.49364792406167	9.56186573614581	-8.84891934314432	1.06810388091327e-09	9.61574572790607e-08	12.2485322612588
5690	-1.89129316693032	12.6480029175352	-8.82978636859804	1.11836684734494e-09	9.97125634832044e-08	12.2031927051268
692207	-3.95320893518064	8.17469284373093	-8.8294572180412	1.1192523933806e-09	9.97125634832044e-08	12.2024122721734
619568	-2.39492437637948	7.65037809320343	-8.80109080725361	1.19832802047416e-09	1.06204149172075e-07	12.1350978608558
9230	-3.31662237307984	11.3453352570896	-8.79301437703657	1.22187105267986e-09	1.07732496680871e-07	12.1159119200303
65125	-2.49945613886043	8.93894006034245	-8.78446950122	1.24729504944744e-09	1.09410163183582e-07	12.09560336773
55280	2.23964046797458	10.305019696009	8.78089613973715	1.25808688414508e-09	1.09620071850748e-07	12.0871075956597
26781	-2.93951899102247	7.69163659086121	-8.7750548859098	1.27593399708005e-09	1.09620071850748e-07	12.0732160507554
10554	-2.75273454102934	9.14845419183779	-8.77430156437455	1.27825443727568e-09	1.09620071850748e-07	12.0714241750694
5170	-1.9116227302448	7.86317408115211	-8.7735676893135	1.28051912699724e-09	1.09620071850748e-07	12.0696784801681
6522	-4.34977623516081	8.30622663171053	-8.77317541941338	1.28173132827533e-09	1.09620071850748e-07	12.0687453432467
26831	-4.31027528614959	11.727438658841	-8.76970727608365	1.29249984977301e-09	1.09652798758157e-07	12.0604943541901
84879	-3.21949100931373	9.20336240325215	-8.76892706043034	1.29493512710598e-09	1.09652798758157e-07	12.0586379305435
677771	-3.09936295151371	11.699889103049	-8.73462800420528	1.40676333139244e-09	1.18535402874225e-07	11.9769447877189
5264	-2.63810880036718	10.7235444182836	-8.71747661409143	1.46634028204727e-09	1.2294975747264e-07	11.9360330028457
9830	-2.47525520894918	8.08619981696528	-8.70215964359471	1.52172463792259e-09	1.26971219178858e-07	11.8994626914543
644907	2.12269590588636	12.2506978571363	8.66710525864398	1.65666997814553e-09	1.37559902796987e-07	11.8156465162629
134526	-2.62035527826911	9.51441244766478	-8.66074522447189	1.68243545871833e-09	1.39024437301338e-07	11.8004213637995
677769	-3.34172039572057	10.2180066787254	-8.658713494305	1.69075236550075e-09	1.39039996211011e-07	11.7955564762833
23567	3.07136881345643	8.20032963551523	8.65107343983074	1.72240503932376e-09	1.40645065829117e-07	11.777257630441
26469	-3.77388249478532	10.7457874363894	-8.6500442034686	1.72671521918238e-09	1.40645065829117e-07	11.7747918732728
5528	-2.65253550834374	6.91971792255201	-8.64347341521655	1.75449315033656e-09	1.42127655672149e-07	11.7590467073329
84109	2.79961023730688	9.95728827337868	8.64182448909409	1.76153539915203e-09	1.42127655672149e-07	11.755094559033
81876	-2.78562444172267	11.5385185394537	-8.63783615766227	1.77868852420085e-09	1.42837874208711e-07	11.7455337776859
10208	-2.76137288428982	7.71662038818865	-8.63393931337534	1.79561312504571e-09	1.43523189270593e-07	11.7361901992807
115509	1.91039148841062	10.5992094258739	8.61352808115101	1.88699040124252e-09	1.50125445643038e-07	11.687215544665
100033414	-2.56083675976884	6.55876875729703	-8.58689782751784	2.01340199966533e-09	1.59440931501275e-07	11.6232330947152
9284	-2.72083296570025	8.26386004132757	-8.5645944615939	2.12591987834813e-09	1.67575389489146e-07	11.5695717634881
3791	-2.89144001340362	7.43212210692905	-8.56128444702238	2.14315801485711e-09	1.68159256165738e-07	11.5616021494131
128977	-2.34082687050644	6.11499180608378	-8.54853242005207	2.21091536566729e-09	1.72683595112964e-07	11.5308847274009
4803	-3.25064486576961	6.6224767831968	-8.53300047471563	2.29641015710043e-09	1.78545889714559e-07	11.4934409246316
677802	-3.69022661207791	8.39307897009761	-8.52310793839583	2.35261740600508e-09	1.82088329093741e-07	11.4695751989159
51035	2.0858650233402	11.873897864398	8.51683500702721	2.38898540696189e-09	1.84070249486861e-07	11.4544348368923
4194	-2.44935258982784	8.7448512207855	-8.50771746472841	2.44287259868837e-09	1.86720457831165e-07	11.4324191339973
138474	-2.17086975708761	10.0520190371335	-8.50732600867334	2.44521382953411e-09	1.86720457831165e-07	11.431473649276
677833	-3.6575380423795	11.8696583301384	-8.50410454803938	2.46456811926865e-09	1.87361945244846e-07	11.423692053572
54918	-2.679168076218	8.71191864542532	-8.49894205447266	2.49591103833338e-09	1.88905125268551e-07	11.4112188443798
51808	1.90856654508393	8.66169153390453	8.48187058367283	2.60248773153604e-09	1.95430875598647e-07	11.3699462146649
143384	-2.26986500181373	6.90868925602484	-8.4814794530666	2.60498331695361e-09	1.95430875598647e-07	11.3690001368904
9526	-2.05007970608564	7.29990494113832	-8.46666665521792	2.70131778786543e-09	2.01397637635714e-07	11.3331551746187
26796	-3.87393318396512	10.6546168602782	-8.46422448429074	2.71754649170398e-09	2.01397637635714e-07	11.327242581247
6617	2.03361404345155	12.9111007119456	8.46388062684251	2.71983947932475e-09	2.01397637635714e-07	11.3264100233824
6469	-4.40604180053431	7.89464412481318	-8.44561817167348	2.84450591382458e-09	2.09721007137799e-07	11.2821692904848
9663	-2.18393160856711	11.0036933686289	-8.44042592228485	2.88100523345768e-09	2.11500405657913e-07	11.2695827969783
344787	2.32188263050407	9.3209293163225	8.43300195260317	2.93402565086516e-09	2.1447225964978e-07	11.2515800361617
677799	-4.35289818042944	8.19791763062953	-8.43035440920269	2.9531741122804e-09	2.14557926630795e-07	11.2451580606752
677806	-4.21113151719589	9.59280743990096	-8.42937572677791	2.96028475211153e-09	2.14557926630795e-07	11.2427838924885
81628	-3.82812379225756	7.70233644139445	-8.39971992761547	3.18425284701737e-09	2.29817067292119e-07	11.170780694857
3795	-2.02975458105211	10.5972413216665	-8.38605412511192	3.29321595239654e-09	2.3668260027623e-07	11.1375604352455
